sentences_original,sen_values,label,lemmatized_tokens
the film is predictable in the reassuring manner of a beautifully sung holiday carol ,0.77778,pos,"['the', 'film', 'is', 'predictable', 'in', 'the', 'reassuring', 'manner', 'of', 'a', 'beautifully', 'sung', 'holiday', 'carol']"
 hits every cliche we ve come to expect including the assumption that crazy people are innocent childlike and inherently funny ,0.33333,neg,"['hit', 'every', 'cliche', 'we', 've', 'come', 'to', 'expect', 'including', 'the', 'assumption', 'that', 'crazy', 'people', 'are', 'innocent', 'childlike', 'and', 'inherently', 'funny']"
the strong subject matter continues to shock throughout the film ,0.55556,neutral,"['the', 'strong', 'subject', 'matter', 'continues', 'to', 'shock', 'throughout', 'the', 'film']"
not everyone will play the dark challenging tune taught by the piano teacher ,0.45833,neutral,"['not', 'everyone', 'will', 'play', 'the', 'dark', 'challenging', 'tune', 'taught', 'by', 'the', 'piano', 'teacher']"
a certain sexiness underlines even the dullest tangents ,0.61111,pos,"['a', 'certain', 'sexiness', 'underline', 'even', 'the', 'dullest', 'tangent']"
you may be captivated as i was by its moods and by its subtly transformed star and still wonder why paul thomas anderson ever had the inclination to make the most sincere and artful movie in which adam sandler will probably ever appear ,0.66667,pos,"['you', 'may', 'be', 'captivated', 'a', 'i', 'wa', 'by', 'it', 'mood', 'and', 'by', 'it', 'subtly', 'transformed', 'star', 'and', 'still', 'wonder', 'why', 'paul', 'thomas', 'anderson', 'ever', 'had', 'the', 'inclination', 'to', 'make', 'the', 'most', 'sincere', 'and', 'artful', 'movie', 'in', 'which', 'adam', 'sandler', 'will', 'probably', 'ever', 'appear']"
there is no substitute for on screen chemistry and when friel pulls the strings that make williams sink into melancholia the reaction in williams is as visceral as a gut punch ,0.81944,pos,"['there', 'is', 'no', 'substitute', 'for', 'on', 'screen', 'chemistry', 'and', 'when', 'friel', 'pull', 'the', 'string', 'that', 'make', 'williams', 'sink', 'into', 'melancholia', 'the', 'reaction', 'in', 'williams', 'is', 'a', 'visceral', 'a', 'a', 'gut', 'punch']"
that old adage about women being unknowable gets an exhilarating new interpretation in morvern callar ,0.73611,pos,"['that', 'old', 'adage', 'about', 'woman', 'being', 'unknowable', 'get', 'an', 'exhilarating', 'new', 'interpretation', 'in', 'morvern', 'callar']"
a mix of gritty realism crisp storytelling and radiant compassion that effortlessly draws you in ,0.88889,pos,"['a', 'mix', 'of', 'gritty', 'realism', 'crisp', 'storytelling', 'and', 'radiant', 'compassion', 'that', 'effortlessly', 'draw', 'you', 'in']"
after watching it you can only love the players it brings to the fore for the gifted but no nonsense human beings they are and for the still inestimable contribution they have made to our shared history ,0.79167,pos,"['after', 'watching', 'it', 'you', 'can', 'only', 'love', 'the', 'player', 'it', 'brings', 'to', 'the', 'fore', 'for', 'the', 'gifted', 'but', 'no', 'nonsense', 'human', 'being', 'they', 'are', 'and', 'for', 'the', 'still', 'inestimable', 'contribution', 'they', 'have', 'made', 'to', 'our', 'shared', 'history']"
in his u s debut mr schnitzler proves himself a deft pace master and stylist ,0.86111,pos,"['in', 'his', 'u', 's', 'debut', 'mr', 'schnitzler', 'prof', 'himself', 'a', 'deft', 'pace', 'master', 'and', 'stylist']"
ultimate x is a ride basically the kind of greatest hits reel that might come with a subscription to espn the magazine ,0.47222,neutral,"['ultimate', 'x', 'is', 'a', 'ride', 'basically', 'the', 'kind', 'of', 'greatest', 'hit', 'reel', 'that', 'might', 'come', 'with', 'a', 'subscription', 'to', 'espn', 'the', 'magazine']"
rich in shadowy metaphor and as sharp as a samurai sword jiang wen s devils on the doorstep is a wartime farce in the alternately comic and gut wrenching style of joseph heller or kurt vonnegut ,0.8333299999999999,pos,"['rich', 'in', 'shadowy', 'metaphor', 'and', 'a', 'sharp', 'a', 'a', 'samurai', 'sword', 'jiang', 'wen', 's', 'devil', 'on', 'the', 'doorstep', 'is', 'a', 'wartime', 'farce', 'in', 'the', 'alternately', 'comic', 'and', 'gut', 'wrenching', 'style', 'of', 'joseph', 'heller', 'or', 'kurt', 'vonnegut']"
offers a clear eyed chronicle of a female friendship that is more complex and honest than anything represented in a hollywood film ,0.8333299999999999,pos,"['offer', 'a', 'clear', 'eyed', 'chronicle', 'of', 'a', 'female', 'friendship', 'that', 'is', 'more', 'complex', 'and', 'honest', 'than', 'anything', 'represented', 'in', 'a', 'hollywood', 'film']"
a winning comedy with its wry observations about long lived friendships and the ways in which we all lose track of ourselves by trying to please others ,0.80556,pos,"['a', 'winning', 'comedy', 'with', 'it', 'wry', 'observation', 'about', 'long', 'lived', 'friendship', 'and', 'the', 'way', 'in', 'which', 'we', 'all', 'lose', 'track', 'of', 'ourselves', 'by', 'trying', 'to', 'please', 'others']"
its cast full of caffeinated comedy performances more than make up for its logical loopholes which fly by so fast there s no time to think about them anyway ,0.72222,pos,"['it', 'cast', 'full', 'of', 'caffeinated', 'comedy', 'performance', 'more', 'than', 'make', 'up', 'for', 'it', 'logical', 'loophole', 'which', 'fly', 'by', 'so', 'fast', 'there', 's', 'no', 'time', 'to', 'think', 'about', 'them', 'anyway']"
lohman adapts to the changes required of her but the actress and director peter kosminsky never get the audience to break through the wall her character erects,0.44443999999999995,neutral,"['lohman', 'adapts', 'to', 'the', 'change', 'required', 'of', 'her', 'but', 'the', 'actress', 'and', 'director', 'peter', 'kosminsky', 'never', 'get', 'the', 'audience', 'to', 'break', 'through', 'the', 'wall', 'her', 'character', 'erects']"
although it includes a fair share of dumb drug jokes and predictable slapstick orange county is far funnier than it would seem to have any right to be ,0.69444,pos,"['although', 'it', 'includes', 'a', 'fair', 'share', 'of', 'dumb', 'drug', 'joke', 'and', 'predictable', 'slapstick', 'orange', 'county', 'is', 'far', 'funnier', 'than', 'it', 'would', 'seem', 'to', 'have', 'any', 'right', 'to', 'be']"
for a movie audience the hours does n t connect in a neat way but introduces characters who illuminate mysteries of sex duty and love ,0.55556,neutral,"['for', 'a', 'movie', 'audience', 'the', 'hour', 'doe', 'n', 't', 'connect', 'in', 'a', 'neat', 'way', 'but', 'introduces', 'character', 'who', 'illuminate', 'mystery', 'of', 'sex', 'duty', 'and', 'love']"
a bright inventive thoroughly winning flight of revisionist fancy ,0.75,pos,"['a', 'bright', 'inventive', 'thoroughly', 'winning', 'flight', 'of', 'revisionist', 'fancy']"
ozpetek s effort has the scope and shape of an especially well executed television movie ,0.88889,pos,"['ozpetek', 's', 'effort', 'ha', 'the', 'scope', 'and', 'shape', 'of', 'an', 'especially', 'well', 'executed', 'television', 'movie']"
affirms the gifts of all involved starting with spielberg and going right through the ranks of the players on camera and off that he brings together ,0.75,pos,"['affirms', 'the', 'gift', 'of', 'all', 'involved', 'starting', 'with', 'spielberg', 'and', 'going', 'right', 'through', 'the', 'rank', 'of', 'the', 'player', 'on', 'camera', 'and', 'off', 'that', 'he', 'brings', 'together']"
a delightful little film that revels in its own simplicity mostly martha will leave you with a smile on your face and a grumble in your stomach ,0.79167,pos,"['a', 'delightful', 'little', 'film', 'that', 'revel', 'in', 'it', 'own', 'simplicity', 'mostly', 'martha', 'will', 'leave', 'you', 'with', 'a', 'smile', 'on', 'your', 'face', 'and', 'a', 'grumble', 'in', 'your', 'stomach']"
makes one thing abundantly clear ,0.72222,pos,"['make', 'one', 'thing', 'abundantly', 'clear']"
american musical comedy as we know it would n t exist without the precedent of yiddish theater whose jolly fun for fun s sake communal spirit goes to the essence of broadway ,0.72222,pos,"['american', 'musical', 'comedy', 'a', 'we', 'know', 'it', 'would', 'n', 't', 'exist', 'without', 'the', 'precedent', 'of', 'yiddish', 'theater', 'whose', 'jolly', 'fun', 'for', 'fun', 's', 'sake', 'communal', 'spirit', 'go', 'to', 'the', 'essence', 'of', 'broadway']"
deepa mehta provides an accessible introduction as well as some intelligent observations on the success of bollywood in the western world ,0.76389,pos,"['deepa', 'mehta', 'provides', 'an', 'accessible', 'introduction', 'a', 'well', 'a', 'some', 'intelligent', 'observation', 'on', 'the', 'success', 'of', 'bollywood', 'in', 'the', 'western', 'world']"
if anything the film is doing something of a public service shedding light on a group of extremely talented musicians who might otherwise go unnoticed and underappreciated by music fans ,0.8333299999999999,pos,"['if', 'anything', 'the', 'film', 'is', 'doing', 'something', 'of', 'a', 'public', 'service', 'shedding', 'light', 'on', 'a', 'group', 'of', 'extremely', 'talented', 'musician', 'who', 'might', 'otherwise', 'go', 'unnoticed', 'and', 'underappreciated', 'by', 'music', 'fan']"
in addition to gluing you to the edge of your seat changing lanes is also a film of freshness imagination and insight ,0.94444,pos,"['in', 'addition', 'to', 'gluing', 'you', 'to', 'the', 'edge', 'of', 'your', 'seat', 'changing', 'lane', 'is', 'also', 'a', 'film', 'of', 'freshness', 'imagination', 'and', 'insight']"
pan nalin s exposition is beautiful and mysterious and the interviews that follow with the practitioners of this ancient indian practice are as subtle and as enigmatic ,0.70833,pos,"['pan', 'nalin', 's', 'exposition', 'is', 'beautiful', 'and', 'mysterious', 'and', 'the', 'interview', 'that', 'follow', 'with', 'the', 'practitioner', 'of', 'this', 'ancient', 'indian', 'practice', 'are', 'a', 'subtle', 'and', 'a', 'enigmatic']"
the mood look and tone of the film fit the incredible storyline to a t ,0.70833,pos,"['the', 'mood', 'look', 'and', 'tone', 'of', 'the', 'film', 'fit', 'the', 'incredible', 'storyline', 'to', 'a', 't']"
it s crafty energetic and smart the kid is sort of like a fourteen year old ferris bueller ,0.8472200000000001,pos,"['it', 's', 'crafty', 'energetic', 'and', 'smart', 'the', 'kid', 'is', 'sort', 'of', 'like', 'a', 'fourteen', 'year', 'old', 'ferris', 'bueller']"
a work of extraordinary journalism but it is also a work of deft and subtle poetry ,0.81944,pos,"['a', 'work', 'of', 'extraordinary', 'journalism', 'but', 'it', 'is', 'also', 'a', 'work', 'of', 'deft', 'and', 'subtle', 'poetry']"
it s funny and human and really pretty damned wonderful all at once ,0.77778,pos,"['it', 's', 'funny', 'and', 'human', 'and', 'really', 'pretty', 'damned', 'wonderful', 'all', 'at', 'once']"
at 78 minutes it just zings along with vibrance and warmth ,0.80556,pos,"['at', '78', 'minute', 'it', 'just', 'zing', 'along', 'with', 'vibrance', 'and', 'warmth']"
a strangely stirring experience that finds warmth in the coldest environment and makes each crumb of emotional comfort feel like a 10 course banquet ,0.8472200000000001,pos,"['a', 'strangely', 'stirring', 'experience', 'that', 'find', 'warmth', 'in', 'the', 'coldest', 'environment', 'and', 'make', 'each', 'crumb', 'of', 'emotional', 'comfort', 'feel', 'like', 'a', '10', 'course', 'banquet']"
sometimes this blood seems as tired as its protagonist still the pulse never disappears entirely and the picture crosses the finish line winded but still game ,0.58333,neutral,"['sometimes', 'this', 'blood', 'seems', 'a', 'tired', 'a', 'it', 'protagonist', 'still', 'the', 'pulse', 'never', 'disappears', 'entirely', 'and', 'the', 'picture', 'cross', 'the', 'finish', 'line', 'winded', 'but', 'still', 'game']"
the stripped down dramatic constructs austere imagery and abstract characters are equal parts poetry and politics obvious at times but evocative and heartfelt ,0.48611000000000004,neutral,"['the', 'stripped', 'down', 'dramatic', 'construct', 'austere', 'imagery', 'and', 'abstract', 'character', 'are', 'equal', 'part', 'poetry', 'and', 'politics', 'obvious', 'at', 'time', 'but', 'evocative', 'and', 'heartfelt']"
dogtown and z boys more than exposes the roots of the skateboarding boom that would become the punk kids revolution ,0.55556,neutral,"['dogtown', 'and', 'z', 'boy', 'more', 'than', 'expose', 'the', 'root', 'of', 'the', 'skateboarding', 'boom', 'that', 'would', 'become', 'the', 'punk', 'kid', 'revolution']"
 plenty of warmth to go around with music and laughter and the love of family ,0.81944,pos,"['plenty', 'of', 'warmth', 'to', 'go', 'around', 'with', 'music', 'and', 'laughter', 'and', 'the', 'love', 'of', 'family']"
it ll keep you wide awake and very tense ,0.68056,pos,"['it', 'll', 'keep', 'you', 'wide', 'awake', 'and', 'very', 'tense']"
could use a little more humanity but it never lacks in eye popping visuals ,0.66667,pos,"['could', 'use', 'a', 'little', 'more', 'humanity', 'but', 'it', 'never', 'lack', 'in', 'eye', 'popping', 'visuals']"
 danny huston gives an astounding performance that deftly gradually reveals a real human soul buried beneath a spellbinding serpent s smirk ,0.9027799999999999,pos,"['danny', 'huston', 'give', 'an', 'astounding', 'performance', 'that', 'deftly', 'gradually', 'reveals', 'a', 'real', 'human', 'soul', 'buried', 'beneath', 'a', 'spellbinding', 'serpent', 's', 'smirk']"
these three films form a remarkably cohesive whole both visually and thematically through their consistently sensitive and often exciting treatment of an ignored people ,0.8333299999999999,pos,"['these', 'three', 'film', 'form', 'a', 'remarkably', 'cohesive', 'whole', 'both', 'visually', 'and', 'thematically', 'through', 'their', 'consistently', 'sensitive', 'and', 'often', 'exciting', 'treatment', 'of', 'an', 'ignored', 'people']"
a funny and well contructed black comedy where the old adage be careful what you wish for is given a full workout ,0.8472200000000001,pos,"['a', 'funny', 'and', 'well', 'contructed', 'black', 'comedy', 'where', 'the', 'old', 'adage', 'be', 'careful', 'what', 'you', 'wish', 'for', 'is', 'given', 'a', 'full', 'workout']"
it reaffirms life as it looks in the face of death ,0.66667,pos,"['it', 'reaffirms', 'life', 'a', 'it', 'look', 'in', 'the', 'face', 'of', 'death']"
the film is reasonably entertaining though it begins to drag two thirds through when the melodramatic aspects start to overtake the comedy ,0.66667,pos,"['the', 'film', 'is', 'reasonably', 'entertaining', 'though', 'it', 'begin', 'to', 'drag', 'two', 'third', 'through', 'when', 'the', 'melodramatic', 'aspect', 'start', 'to', 'overtake', 'the', 'comedy']"
this is more fascinating being real than anything seen on jerry springer ,0.8333299999999999,pos,"['this', 'is', 'more', 'fascinating', 'being', 'real', 'than', 'anything', 'seen', 'on', 'jerry', 'springer']"
a different movie sometimes tedious by a director many viewers would like to skip but film buffs should get to know ,0.625,pos,"['a', 'different', 'movie', 'sometimes', 'tedious', 'by', 'a', 'director', 'many', 'viewer', 'would', 'like', 'to', 'skip', 'but', 'film', 'buff', 'should', 'get', 'to', 'know']"
